file,cv,transition,active_roles_delta,added_roles,removed_roles,notes_per_bar_delta,velocity_p50_delta,fine_subdivision_delta,polyphony_delta
Factory Styles/House Garage.mid,1,V3->V4,2,"[""ACC1"",""ACC5""]",[],57.75,0.0,-0.09928855428094696,0.853333332672854
Factory Styles/Hully Gully.mid,1,V1->V2,-1,[],"[""ACC3""]",10.25,-2.0,-0.03068739800995024,0.16040577114427856
Factory Styles/Hully Gully.mid,1,V2->V3,1,"[""ACC3""]",[],9.25,0.0,0.08252510389230311,0.5631236406204274
Factory Styles/Hully Gully.mid,1,V3->V4,0,[],[],-23.5,-9.0,0.05372196078431368,0.3616536437908495
Factory Styles/Hully Gully.mid,2,V1->V2,0,[],[],4.0,2.0,-0.023991664023934156,0.3151689753178757
Factory Styles/Irish Fox.mid,1,V1->V2,1,"[""ACC3""]",[],16.625,-12.0,-0.013508409488651896,-0.16950491071916884
Factory Styles/Irish Fox.mid,1,V2->V3,1,"[""ACC4""]",[],-1.75,21.0,0.034143211261438766,0.8922729419852009
Factory Styles/Irish Fox.mid,1,V3->V4,1,"[""PERC""]",[],37.625,-14.5,0.024117935867528417,-0.17337718698611804
Factory Styles/Irish Waltz.mid,1,V1->V2,2,"[""ACC4"",""PERC""]",[],6.75,-5.0,-0.05999940000000001,-0.07714169999999987
Factory Styles/Irish Waltz.mid,1,V2->V3,1,"[""ACC2""]",[],9.5,4.0,0.0703276743362832,0.10342061592920371
Factory Styles/Irish Waltz.mid,1,V3->V4,1,"[""ACC3""]",[],6.875,-3.0,0.0009429178345353173,0.1676865556010454
Factory Styles/Irish Waltz.mid,2,V1->V2,2,"[""ACC4"",""PERC""]",[],9.25,-5.0,-0.11367241167434719,-0.17862673579109067
Factory Styles/Irish Waltz.mid,2,V2->V3,1,"[""ACC2""]",[],3.0,5.0,-0.048237112135176646,-0.011120835637480786
Factory Styles/Irish Waltz.mid,2,V3->V4,1,"[""ACC3""]",[],9.875,-5.0,0.03190182731916297,0.1500408363816117
Factory Styles/Island View.mid,1,V1->V2,0,[],[],13.0,12.0,0.0,-0.10956196875356383
Factory Styles/Island View.mid,1,V2->V3,1,"[""ACC5""]",[],50.75,-1.0,0.0,0.4761586548715
Factory Styles/Island View.mid,1,V3->V4,1,"[""ACC4""]",[],40.25,-2.0,0.10316246256239602,0.059819831757676356
Factory Styles/Italian Fox.mid,1,V1->V2,2,"[""ACC3"",""ACC4""]",[],8.75,-5.0,0.016627923133776812,0.2916956023651145
Factory Styles/Italian Fox.mid,1,V2->V3,0,[],[],-1.0,4.0,0.025006912618705995,-0.19380231741477072
Factory Styles/Italian Fox.mid,1,V3->V4,1,"[""PERC""]",[],10.75,-4.0,-0.028170093889407583,0.1396210135906213
Factory Styles/Italian Mazurka2.mid,1,V1->V2,0,[],[],16.6875,-8.0,-0.033445049978705815,-0.8340201184958786
Factory Styles/Italian Mazurka2.mid,1,V2->V3,0,[],[],9.0,0.0,-0.022420089686098654,0.9368246959033213
Factory Styles/Italian Mazurka2.mid,1,V3->V4,3,"[""ACC1"",""ACC3"",""PERC""]",[],-4.25,2.0,0.007661647509578544,-1.245711030456523
Factory Styles/Italian Mazurka2.mid,2,V1->V2,0,[],[],7.6875,1.0,-0.07854262897260703,0.27660811070018143
Factory Styles/Italian Mazurka2.mid,2,V2->V3,0,[],[],11.625,-16.0,-0.037733018867924524,0.43818829755644906
Factory Styles/Italian Mazurka2.mid,2,V3->V4,3,"[""ACC1"",""ACC3"",""PERC""]",[],-3.25,6.0,0.007167347670250896,-0.9818528772548327
Factory Styles/Italian Polka 1.mid,1,V1->V2,2,"[""ACC3"",""ACC4""]",[],2.5,-1.0,-0.0028445455838429813,0.09919463803157424
Factory Styles/Italian Polka 1.mid,1,V2->V3,0,[],[],2.0,0.0,0.08062087339279508,-0.11354741109695321
Factory Styles/Italian Polka 1.mid,1,V3->V4,0,[],[],2.25,-1.0,-0.00875099105232445,0.1415482590935615
Factory Styles/Italian Polka 2.mid,1,V1->V2,1,"[""ACC4""]",[],0.375,0.0,-0.0026936026936026924,0.028183075196408502
Factory Styles/Italian Polka 2.mid,1,V2->V3,1,"[""ACC3""]",[],10.75,-20.0,-0.04983701557406736,0.8394452239526744
Factory Styles/Italian Polka 2.mid,1,V3->V4,-2,[],"[""ACC3"",""ACC4""]",-17.875,30.0,0.1821602478972997,-0.7097397189021692
Factory Styles/Italian Polka 2.mid,2,V1->V2,1,"[""ACC4""]",[],-0.125,-8.0,-0.0050464009745910254,0.026275280194918205
Factory Styles/Italian Polka 2.mid,2,V2->V3,1,"[""ACC3""]",[],10.25,-20.0,-0.046394304439048545,0.8507615302105189
Factory Styles/Italian Polka 3.mid,1,V1->V2,1,"[""PERC""]",[],6.0,-4.0,0.0,-0.6256570998116762
Factory Styles/Italian Polka 3.mid,1,V2->V3,0,[],[],1.125,3.0,0.0,0.25453153846153853
Factory Styles/Italian Polka 3.mid,1,V3->V4,1,"[""ACC3""]",[],4.25,2.5,0.0,-0.7561469447633626
Factory Styles/Italian Polka 3.mid,2,V2->V3,0,[],[],2.625,2.0,0.0,0.04794877678385623
Factory Styles/Italian Polka 3.mid,2,V3->V4,1,"[""ACC3""]",[],5.375,-3.0,0.0,-0.8600998662207353
Factory Styles/Italian Polka 3.mid,3,V2->V3,0,[],[],3.625,2.0,0.0,0.40648953709712243
Factory Styles/Italian Polka 3.mid,3,V3->V4,1,"[""ACC3""]",[],5.875,-5.0,0.0,-0.9395513074870503
Factory Styles/Italian Tango 1.mid,1,V1->V2,2,"[""ACC3"",""ACC4""]",[],22.5,-3.5,-0.06431046109853449,0.6979648683426665
Factory Styles/Italian Tango 1.mid,1,V2->V3,0,[],[],-13.5,12.5,-0.04208059719807751,0.13904255598731963
Factory Styles/Italian Tango 1.mid,1,V3->V4,0,[],[],10.0,-17.0,0.04254571160747764,0.02574697091434963
Factory Styles/Italian Tango 2.mid,1,V1->V2,2,"[""ACC3"",""ACC4""]",[],16.5,-1.0,-0.07633783521043272,0.8203547504445761
Factory Styles/Italian Tango 2.mid,1,V2->V3,-1,[],"[""ACC4""]",-20.5,-16.0,-0.029880800908165653,0.26959065476656496
Factory Styles/Italian Tango 2.mid,1,V3->V4,1,"[""ACC4""]",[],4.875,-13.0,-0.09988782886739603,0.11226813540510516
Factory Styles/Italian Waltz.mid,1,V1->V2,2,"[""ACC3"",""ACC4""]",[],3.75,-3.0,0.013450126582278482,0.17934537974683518
Factory Styles/Italian Waltz.mid,1,V2->V3,-1,[],"[""ACC3""]",1.375,-5.0,0.02463975507452626,-0.33869765785334427
Factory Styles/Italian Waltz.mid,1,V3->V4,1,"[""ACC3""]",[],-2.125,8.0,-0.04795698691996264,0.2964396465275616
Factory Styles/Jazz Funk.mid,1,V1->V2,0,[],[],-0.5,-6.0,-0.016982426212627355,0.05427416609792002
Factory Styles/Jazz Funk.mid,1,V2->V3,0,[],[],19.875,6.0,0.3069429755785066,0.1328642930579209
Factory Styles/Jazz Funk.mid,1,V3->V4,0,[],[],-6.875,-2.0,-0.13185144942827975,-0.007498131157317678
Factory Styles/Jazz Funk.mid,2,V1->V2,0,[],[],-0.375,-6.0,-0.021502565877029478,0.05973889672611121
Factory Styles/Jazz Funk.mid,2,V2->V3,0,[],[],20.5,6.0,0.31109700170940163,0.17583819316239313
Factory Styles/Jazz Funk.mid,2,V3->V4,0,[],[],-7.375,-2.0,-0.13343563637396982,-0.038544332253481084
Factory Styles/Jazz Funk.mid,3,V1->V2,0,[],[],-0.625,-6.0,-0.019552265397832336,0.042346467089611206
Factory Styles/Jazz Funk.mid,3,V2->V3,0,[],[],20.5,6.0,0.31109700170940163,0.17583819316239313
Factory Styles/Jazz Funk.mid,3,V3->V4,0,[],[],-5.625,0.0,-0.13876508148148148,0.06708687901234578
Factory Styles/Jazz Funk.mid,4,V2->V3,0,[],[],20.0,6.0,0.30951281476371156,0.14479199206622972
Factory Styles/Jazz Funk.mid,4,V3->V4,0,[],[],-5.125,0.0,-0.1371808945357914,0.09813308010850919
Factory Styles/Jazzy PopFunk.mid,1,V1->V2,0,[],[],26.75,-9.0,0.010757169896349728,-0.2638965727805318
Factory Styles/Jazzy PopFunk.mid,1,V2->V3,2,"[""ACC2"",""ACC3""]",[],6.25,-6.0,-0.012137364131938666,-0.30687705503901697
Factory Styles/Jazzy PopFunk.mid,1,V3->V4,1,"[""ACC5""]",[],50.375,1.0,0.02904736337739472,0.6381112418292743
Factory Styles/Jive.mid,1,V1->V2,2,"[""ACC4"",""PERC""]",[],17.25,4.0,0.007334514136833059,0.09491682717359828
Factory Styles/Jive.mid,1,V2->V3,-1,"[""ACC5""]","[""ACC4"",""PERC""]",-9.0,-7.0,-0.08963663778969755,-0.12709042445096652
Factory Styles/Jive.mid,1,V3->V4,2,"[""ACC4"",""PERC""]",[],20.625,3.0,0.0647284237539768,0.04496479363732764
Factory Styles/Jive.mid,2,V1->V2,2,"[""ACC4"",""PERC""]",[],17.25,4.0,0.007334514136833059,0.09491682717359828
Factory Styles/Jive.mid,2,V2->V3,-1,"[""ACC5""]","[""ACC4"",""PERC""]",-9.0,-7.0,-0.08963663778969755,-0.12709042445096652
Factory Styles/Jive.mid,2,V3->V4,2,"[""ACC4"",""PERC""]",[],20.625,3.0,0.0647284237539768,0.04496479363732764
Factory Styles/Jive.mid,3,V1->V2,2,"[""ACC4"",""PERC""]",[],17.25,4.0,0.007334514136833059,0.09491682717359828
Factory Styles/Jive.mid,3,V2->V3,-1,"[""ACC5""]","[""ACC4"",""PERC""]",-9.0,-7.0,-0.08963663778969755,-0.12709042445096652
Factory Styles/Jive.mid,3,V3->V4,2,"[""ACC4"",""PERC""]",[],20.625,3.0,0.0647284237539768,0.04496479363732764
Factory Styles/Jive.mid,4,V1->V2,2,"[""ACC4"",""PERC""]",[],17.25,4.0,0.007334514136833059,0.09491682717359828
Factory Styles/Jive.mid,4,V2->V3,-1,"[""ACC5""]","[""ACC4"",""PERC""]",-9.0,-7.0,-0.08963663778969755,-0.12709042445096652
Factory Styles/Jive.mid,4,V3->V4,2,"[""ACC4"",""PERC""]",[],20.625,3.0,0.0647284237539768,0.04496479363732764
Factory Styles/Jive.mid,5,V1->V2,2,"[""ACC4"",""PERC""]",[],17.25,4.0,0.007334514136833059,0.09491682717359828
Factory Styles/Jive.mid,6,V1->V2,2,"[""ACC4"",""PERC""]",[],17.25,4.0,0.007334514136833059,0.09491682717359828
Factory Styles/Karma.mid,1,V1->V2,0,"[""ACC1""]","[""ACC5""]",14.5,-6.0,0.03448262068965517,-0.2755577413793102
Factory Styles/Karma.mid,1,V2->V3,1,"[""ACC5""]",[],-8.25,11.0,-0.03448262068965517,0.2845778765597744
Factory Styles/Karma.mid,1,V3->V4,0,[],[],31.75,0.0,0.0755209375,0.0019122211413746815
Factory Styles/Kool Beat.mid,1,V1->V2,1,"[""ACC4""]",[],5.875,-2.0,-0.0014707149993755473,0.005223403272136773
Factory Styles/Kool Beat.mid,1,V2->V3,2,"[""ACC3"",""ACC5""]",[],7.75,3.0,-0.004900686274509803,0.5438910644257704
Factory Styles/Kool Beat.mid,1,V3->V4,0,[],[],10.25,0.0,0.0,0.4287125410509032
Factory Styles/Kool Funk.mid,1,V1->V2,1,"[""DRUM""]",[],109.5,-19.0,0.1650616372507988,1.4359720180067985
Factory Styles/Kool Funk.mid,1,V2->V3,0,[],[],42.0,-4.0,0.05211129508902579,0.23035376489985238
Factory Styles/Kool Funk.mid,1,V3->V4,2,"[""ACC4"",""ACC5""]",[],23.5,0.0,-0.008001301490099366,0.046935066036613016
Factory Styles/Kool Funk.mid,2,V1->V2,1,"[""DRUM""]",[],109.25,-19.0,0.16652044093178042,1.4345654640639585
Factory Styles/Kool Funk.mid,2,V2->V3,0,[],[],41.5,-4.0,0.05330148214514263,0.21375833057463955
Factory Styles/Kool Funk.mid,2,V3->V4,2,"[""ACC4"",""ACC5""]",[],27.0,0.0,-0.015341460219780223,0.06788360661575732
Factory Styles/Kool Funk.mid,3,V1->V2,1,"[""DRUM""]",[],109.25,-19.0,0.16652044093178042,1.4345654640639585
Factory Styles/Kool Funk.mid,3,V2->V3,0,[],[],42.0,-4.0,0.05211129508902579,0.23035376489985238
Factory Styles/Kool Funk.mid,3,V3->V4,1,"[""ACC4"",""ACC5""]","[""ACC1""]",21.5,0.0,-0.0038054143833793352,0.043965110502741656
Factory Styles/Little Boy.mid,1,V1->V2,2,"[""ACC2"",""ACC4""]",[],19.0,10.5,0.032610641821946146,0.047364083850931715
Factory Styles/Little Boy.mid,1,V2->V3,1,"[""ACC3""]",[],7.0,-2.0,0.015305374149659934,-0.021949030612244957
Factory Styles/Little Boy.mid,1,V3->V4,1,"[""ACC5""]",[],36.0,-1.0,0.017047539015606183,0.8276501104441778
Factory Styles/Little Shuffle.mid,1,V1->V2,2,"[""ACC3"",""ACC4""]",[],3.25,0.0,0.01769308828733185,-0.09064107749469219
Factory Styles/Little Shuffle.mid,1,V2->V3,1,"[""ACC5""]",[],25.0,-14.0,-0.09854056829165525,-0.16266828372450437
Factory Styles/Little Shuffle.mid,1,V3->V4,0,[],[],14.0,8.0,0.030085796919481322,0.32614725525540544
Factory Styles/Love Disco.mid,1,V1->V2,1,"[""ACC4""]",[],4.5,1.0,-0.0017196031741068818,0.082999576410558
Factory Styles/Love Disco.mid,1,V2->V3,0,[],[],8.25,6.0,-0.09291026894865527,0.5739215075949506
Factory Styles/Love Disco.mid,1,V3->V4,1,"[""ACC2""]",[],42.0,1.0,0.00983518032786885,0.7582501818114382
Factory Styles/Meditando.mid,1,V1->V2,2,"[""BASS"",""DRUM""]",[],4.5,-1.0,0.012048192771084338,-0.037559946271573
Factory Styles/Meditando.mid,1,V2->V3,1,"[""PERC""]",[],6.5,-1.0,0.081701703062249,-0.05955757906626524
Factory Styles/Meditando.mid,1,V3->V4,1,"[""ACC4""]",[],2.0,-1.5,-0.003749995833333325,0.04314018750000015
Factory Styles/Meditando.mid,2,V1->V2,2,"[""BASS"",""DRUM""]",[],5.5,-4.0,0.04545409090909091,-0.026831883116883226
Factory Styles/Meditando.mid,2,V2->V3,1,"[""PERC""]",[],6.0,-1.0,0.04454610909090908,-0.05266760909090906
Factory Styles/Meditando.mid,2,V3->V4,1,"[""ACC4""]",[],2.0,-1.0,-0.003461546153846154,0.06267314230769228
Factory Styles/Medium 6_4.mid,1,V1->V2,3,"[""ACC2"",""ACC4"",""PERC""]",[],19.875,1.0,0.12607922932659604,-0.24831923311631532
Factory Styles/Medium 6_4.mid,1,V2->V3,1,"[""ACC3""]",[],20.0,5.0,0.03213478605049208,0.1650552182284979
Factory Styles/Medium 6_4.mid,1,V3->V4,0,[],[],28.25,9.0,0.0041722419553910095,0.1937584304416824
Factory Styles/Medium 6_4.mid,2,V1->V2,3,"[""ACC2"",""ACC4"",""PERC""]",[],18.25,1.5,0.13132189679688666,-0.2370802305044155
Factory Styles/Medium 6_4.mid,2,V2->V3,1,"[""ACC3""]",[],21.625,5.0,0.026858863605683236,0.1651719320981404
Factory Styles/Medium 6_4.mid,2,V3->V4,0,[],[],29.0,11.0,0.026002294957372996,0.17988408772676356
Factory Styles/Medium 6_4.mid,3,V1->V2,3,"[""ACC2"",""ACC4"",""PERC""]",[],19.625,1.0,0.12370861085071477,-0.24010185288258712
Factory Styles/Medium 6_4.mid,3,V2->V3,1,"[""ACC3""]",[],21.875,5.0,0.022461528352335836,0.16837347807991088
Factory Styles/Medium 6_4.mid,3,V3->V4,0,[],[],28.625,10.0,0.03951214304725853,0.14345575076679973
Factory Styles/Medium BigBand1.mid,1,V1->V2,1,"[""ACC5""]",[],16.0,5.5,-0.06888355668721519,0.29207314660948835
Factory Styles/Medium BigBand1.mid,1,V2->V3,0,[],[],-2.125,-3.0,0.05694496790757381,0.16523905211809997
Factory Styles/Medium BigBand1.mid,1,V3->V4,0,[],[],8.75,22.0,-0.08258991308546598,-0.12857342848865283
Factory Styles/Medium BigBand1.mid,2,V1->V2,1,"[""ACC5""]",[],15.75,5.5,-0.06815628792681816,0.2788682189113305
Factory Styles/Medium BigBand1.mid,2,V2->V3,0,[],[],-2.25,-3.5,0.05856346389954653,0.20211348168817578
Factory Styles/Medium BigBand1.mid,2,V3->V4,0,[],[],7.625,21.0,-0.08300089698281043,-0.18785918527867929
Factory Styles/Medium BigBand2.mid,1,V1->V2,1,"[""ACC2""]",[],4.0,0.0,0.05194766233766234,0.20495213114754085
Factory Styles/Medium BigBand2.mid,1,V2->V3,1,"[""ACC3""]",[],6.75,5.0,0.21247656843156842,-0.31415923076923047
Factory Styles/Medium BigBand2.mid,1,V3->V4,1,"[""ACC4""]",[],20.25,-13.0,0.14098036382536377,-0.28991855301455294
Factory Styles/Medium BigBand2.mid,2,V3->V4,1,"[""ACC4""]",[],20.25,-13.0,0.13789817906144364,-0.2723531223901372
Factory Styles/Medium Schlager.mid,1,V1->V2,0,[],[],0.5,0.0,0.006329113924050633,-0.024290723212125886
Factory Styles/Medium Schlager.mid,1,V2->V3,1,"[""ACC4""]",[],65.5,-1.0,0.3985151767333888,-0.7228528868643509
Factory Styles/Medium Schlager.mid,1,V3->V4,1,"[""ACC5""]",[],2.5,-2.0,-0.006885106983970046,-0.019117664242167542
Factory Styles/Medium Schlager.mid,2,V1->V2,0,[],[],0.5,0.0,0.006329113924050633,-0.024290723212125886
Factory Styles/Medium Schlager.mid,2,V2->V3,1,"[""ACC4""]",[],65.5,-1.0,0.3985151767333888,-0.7228528868643509
Factory Styles/Medium Schlager.mid,2,V3->V4,1,"[""ACC5""]",[],2.5,1.5,-0.006885106983970046,-0.019117664242167542
Factory Styles/Miami Disco.mid,1,V1->V2,0,[],[],7.0,0.0,-0.0045662100456621,0.33101484221618294
Factory Styles/Miami Disco.mid,1,V2->V3,0,[],[],-1.5,2.0,0.0,-0.29019975439716417
Factory Styles/Miami Disco.mid,1,V3->V4,0,[],[],39.0,6.0,0.0,0.8044731555128188
Factory Styles/Modern Ballad.mid,1,V1->V2,3,"[""ACC1"",""ACC2"",""ACC4""]",[],25.0,-7.0,0.008254592014320494,0.24167753965491512
Factory Styles/Modern Ballad.mid,1,V2->V3,1,"[""ACC3""]",[],9.5,4.0,-0.036949943346342634,-0.2643225620042804
Factory Styles/Modern Ballad.mid,1,V3->V4,0,[],[],23.25,6.0,-0.022975752393049942,0.5120816735471578
Factory Styles/Modern Beat.mid,1,V1->V2,1,"[""ACC1""]",[],9.0,0.0,-0.01854881059921712,0.16346669798253544
Factory Styles/Modern Beat.mid,1,V2->V3,1,"[""ACC5""]",[],-5.5,0.0,0.010921036005544282,-0.13194846056151865
Factory Styles/Modern Beat.mid,1,V3->V4,0,[],[],38.5,7.0,-0.06696623291567602,0.10501056925867047
Factory Styles/Modern Country.mid,1,V1->V2,0,[],[],3.375,0.0,0.000696285532100549,0.00039059846628841655
Factory Styles/Modern Country.mid,1,V2->V3,0,[],[],20.75,2.0,0.05406686971746916,0.038216467913516405
Factory Styles/Modern Country.mid,1,V3->V4,0,[],[],6.75,0.0,-0.03187856195410804,0.0223891849987663
Factory Styles/Modern Country.mid,2,V1->V2,0,[],[],3.375,0.0,0.000696285532100549,0.00039059846628841655
Factory Styles/Modern Country.mid,2,V2->V3,0,[],[],20.75,2.0,0.05406686971746916,0.038216467913516405
Factory Styles/Modern Country.mid,2,V3->V4,0,[],[],6.75,0.0,-0.03187856195410804,0.0223891849987663
Factory Styles/Modern Country.mid,3,V1->V2,0,[],[],2.5,0.0,4.111147129476356e-05,0.005270652403394527
Factory Styles/Modern Country.mid,3,V2->V3,0,[],[],20.625,2.0,0.06104710760166132,0.02431216732670083
Factory Styles/Modern Country.mid,3,V3->V4,0,[],[],7.125,0.0,-0.03746202697873857,0.016090101145454838
Factory Styles/Modern Country.mid,4,V2->V3,0,[],[],20.75,2.0,0.05406686971746916,0.038216467913516405
Factory Styles/Modern Country.mid,4,V3->V4,0,[],[],6.5,0.0,-0.030933174251052242,0.02284713915985792
Factory Styles/Modern Country.mid,5,V2->V3,0,[],[],21.0,2.0,0.05546364257703079,0.01801308347338937
Factory Styles/Modern Country.mid,5,V3->V4,0,[],[],7.125,0.0,-0.03328561188021595,0.021685732547864545
Factory Styles/Modern Gospel 1.mid,1,V1->V2,0,[],[],-19.375,-3.0,-0.0624533152047238,0.051870164840856825
Factory Styles/Modern Gospel 1.mid,1,V2->V3,2,"[""ACC4"",""ACC5""]",[],4.691666666666666,1.0,0.0204734661228973,0.09088423875678875
Factory Styles/Modern Gospel 1.mid,1,V3->V4,0,[],[],5.933333333333334,3.5,-0.008039124666512007,-0.03287298283261819
Factory Styles/Modern Gospel 1.mid,2,V1->V2,0,[],[],-20.6875,-0.5,-0.0862076354679803,0.19296396823120965
Factory Styles/Modern Gospel 1.mid,2,V2->V3,2,"[""ACC4"",""ACC5""]",[],3.6708333333333343,-2.0,0.017786660079051383,0.021629691107952098
Factory Styles/Modern Gospel 1.mid,2,V3->V4,-1,[],"[""ACC5""]",6.766666666666666,3.0,0.03468321646415849,-0.12839894061386836
Factory Styles/Modern Gospel 1.mid,3,V1->V2,0,[],[],-20.0,-3.0,-0.060482430464540556,0.02890640672782885
Factory Styles/Modern Gospel 1.mid,3,V2->V3,2,"[""ACC4"",""ACC5""]",[],7.68333333333333,0.0,0.011783439491561028,-0.012325477974648225
Factory Styles/Modern Gospel 1.mid,3,V3->V4,0,[],[],5.31666666666667,5.0,-0.0019672340097671923,0.08224914371058767
Factory Styles/Modern Gospel 2.mid,1,V1->V2,1,"[""ACC2""]",[],62.25,-2.5,0.11147218510558121,-0.06497240282759487
Factory Styles/Modern Gospel 2.mid,1,V2->V3,0,[],[],-43.125,12.0,-0.004011699511487277,-0.36499143387076094
Factory Styles/Modern Gospel 2.mid,1,V3->V4,0,[],[],46.625,-3.0,-0.17969198459503186,0.43991277871197565
Factory Styles/Modern Gospel 2.mid,2,V1->V2,1,"[""ACC2""]",[],62.5,-5.0,0.11040269458393742,-0.04935158426659392
Factory Styles/Modern Gospel 2.mid,2,V2->V3,0,[],[],-33.25,14.0,0.036302440947198145,0.047605613570623095
Factory Styles/Modern Gospel 2.mid,2,V3->V4,0,[],[],37.375,-3.0,-0.20712243373493983,0.07279122953351891
Factory Styles/Modern Gospel 2.mid,3,V1->V2,1,"[""ACC2""]",[],63.5,-3.5,0.11684705900243303,-0.05712870216766186
Factory Styles/Modern Gospel 2.mid,3,V2->V3,0,[],[],-43.125,12.0,-0.000670283052039311,-0.3713574494949494
Factory Styles/Modern Gospel 2.mid,3,V3->V4,0,[],[],46.625,-3.0,-0.19697114837477492,0.4441756508815089
Factory Styles/Modern Latin.mid,1,V1->V2,1,"[""BASS""]",[],5.375,6.0,-0.01922175672877846,-0.04584473974214198
Factory Styles/Modern Latin.mid,1,V2->V3,4,"[""ACC1"",""ACC4"",""ACC5"",""DRUM""]",[],41.625,7.0,-0.08026738787906468,0.12236928274570702
Factory Styles/Modern Latin.mid,1,V3->V4,0,[],[],27.0,0.0,-0.023397109268125854,0.7036724695052441
Factory Styles/Moonlight Ballad.mid,1,V1->V2,0,[],[],1.5,3.0,-0.0002506129247168559,0.02776736842105265
Factory Styles/Moonlight Ballad.mid,1,V2->V3,0,[],[],1.625,-5.0,-0.006328860759493671,0.006074042553191328
Factory Styles/Moonlight Ballad.mid,1,V3->V4,0,[],[],4.125,5.0,0.011048342541436464,-0.03351244034324674
Factory Styles/Moonlight Ballad.mid,2,V1->V2,0,[],[],2.0,0.0,-0.000982863796537458,0.023564414891986907
Factory Styles/Moonlight Ballad.mid,2,V2->V3,0,[],[],1.5,0.0,-0.012687237517891723,0.0066450147343604105
Factory Styles/Moonlight Ballad.mid,2,V3->V4,0,[],[],3.625,0.0,0.005044738937832861,-0.019054253645911068
Factory Styles/Moonlight Ballad.mid,3,V1->V2,0,[],[],1.5,0.0,-0.0007470172208718998,0.02716026146765249
Factory Styles/Moonlight Ballad.mid,3,V2->V3,0,[],[],2.0,0.0,-0.012923084093557281,0.003049168158694826
Factory Styles/Moonlight Ballad.mid,3,V3->V4,1,"[""ACC2""]",[],4.375,-1.0,0.013020472483352918,-0.028386344986290446
Factory Styles/Motown Shuffle 1.mid,1,V1->V2,0,[],[],5.125,7.0,-0.0329703882495027,0.12819491912948777
Factory Styles/Motown Shuffle 1.mid,1,V2->V3,0,[],[],20.25,-5.0,0.2098044570707071,-0.20563550925925922
Factory Styles/Motown Shuffle 1.mid,1,V3->V4,0,"[""ACC4"",""ACC5""]","[""ACC3"",""PERC""]",-15.0,3.0,-0.18656882240122746,-0.10230506797937178
Factory Styles/Motown Shuffle 1.mid,2,V1->V2,0,[],[],5.125,7.0,-0.0329703882495027,0.12819491912948777
Factory Styles/Motown Shuffle 1.mid,2,V2->V3,0,[],[],20.75,-5.0,0.20776625092902268,-0.2080228101387338
Factory Styles/Motown Shuffle 1.mid,2,V3->V4,0,"[""ACC4"",""ACC5""]","[""ACC3"",""PERC""]",-15.5,3.0,-0.18453061625954303,-0.09991776709989719
Factory Styles/Motown Shuffle 2.mid,1,V1->V2,2,"[""ACC4"",""ACC5""]",[],10.5,1.0,0.10556361702127662,-0.08930032733224191
Factory Styles/Motown Shuffle 2.mid,1,V2->V3,0,"[""PERC""]","[""ACC5""]",22.0,-14.0,0.15267638297872338,-0.6326178045358897
Factory Styles/Motown Shuffle 2.mid,1,V3->V4,2,"[""ACC2"",""ACC5""]",[],35.75,-7.5,-0.015163553846153865,-0.203530375824176
Factory Styles/Motown Shuffle 2.mid,2,V1->V2,2,"[""ACC4"",""ACC5""]",[],10.5,0.5,0.1071419387755102,-0.23150510204081653
Factory Styles/Motown Shuffle 2.mid,2,V2->V3,0,"[""PERC""]","[""ACC5""]",21.0,-13.5,0.17582306122448982,-0.9412718210361066
Factory Styles/Motown Shuffle 2.mid,2,V3->V4,2,"[""ACC2"",""ACC5""]",[],35.625,-6.0,-0.027022223200528328,-0.09250966287949325
Factory Styles/Movie Ballad.mid,1,V1->V2,-1,[],"[""ACC4""]",5.5,1.0,0.09186674752920035,-0.005175269541778826
Factory Styles/Movie Ballad.mid,1,V2->V3,1,"[""ACC5""]",[],11.75,1.0,-0.09723575779997533,0.19099251510667137
Factory Styles/Movie Ballad.mid,1,V3->V4,-1,[],"[""ACC2""]",8.0,9.0,0.025899167284931992,0.34546018300653625
Factory Styles/Movie Swing.mid,1,V1->V2,0,[],[],8.875,0.0,0.031122186537904883,-0.5441388096992341
Factory Styles/Movie Swing.mid,1,V2->V3,2,"[""ACC3"",""PERC""]",[],18.5,1.0,-0.004706618877914626,-0.06981637808777119
Factory Styles/Movie Swing.mid,1,V3->V4,0,[],[],3.875,5.0,-0.2387193211364615,-0.18860468520591223
Factory Styles/Movie Swing.mid,2,V1->V2,0,[],[],9.625,2.0,0.01619958079248507,-0.5866669734281342
Factory Styles/Movie Swing.mid,2,V2->V3,2,"[""ACC3"",""PERC""]",[],15.625,-1.0,-0.23309353592920934,-0.3324260391368048
Factory Styles/Movie Swing.mid,2,V3->V4,0,[],[],4.25,6.0,-0.048913435350673246,0.09889766637605346
Factory Styles/Movie Swing.mid,3,V1->V2,0,[],[],9.125,4.0,0.02528912837524222,-0.6050682402326149
Factory Styles/Movie Swing.mid,3,V2->V3,2,"[""ACC3"",""PERC""]",[],17.125,-3.0,-0.21874253462910453,-0.34769675605956163
Factory Styles/Movie Swing.mid,3,V3->V4,0,[],[],4.25,6.0,-0.048913435350673246,0.09889766637605346
Factory Styles/Movie Swing.mid,4,V3->V4,0,[],[],4.0,5.0,-0.048111183383262396,0.10300219190763382
Factory Styles/Musette Waltz.mid,1,V1->V2,1,"[""ACC4""]",[],6.0,0.0,0.014706176470588236,0.246499789915966
